t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
44.789,3205,320,1241,3205
44.895,3044,240,1241,3044
45.001,3165,360,1161,3165
45.106,3084,280,1201,3084
45.212,3205,400,1161,3205
45.318,3049,280,1201,3049
45.423,3285,360,1240,3285
45.528,3049,240,1241,3049
45.635,3170,320,1201,3170
45.741,3044,280,1201,3044
45.847,3084,280,1201,3084
45.953,3124,360,1161,3124
46.060,3049,240,1201,3049
46.166,3245,360,1160,3245
46.273,3089,280,1201,3089
46.379,3245,400,1161,3245
46.485,3049,240,1201,3049
46.590,3165,320,1161,3165
46.696,3009,240,1201,3009
46.801,3084,280,1161,3084
46.907,3205,400,1161,3205
47.012,3049,240,1201,3049
47.118,3285,360,1240,3285
47.224,3084,280,1201,3084
47.329,3205,360,1200,3205
47.435,3124,240,1241,3124
47.540,3285,400,1160,3285
47.647,3049,240,1241,3049
47.753,3124,320,1201,3124
47.859,3044,280,1201,3044
47.964,3044,280,1201,3044
48.070,3245,400,1161,3245
48.176,3049,240,1201,3049
48.281,3205,360,1161,3205
48.388,3084,280,1201,3084
48.493,3205,360,1161,3205
48.599,3049,240,1241,3049
48.704,3205,360,1161,3205
48.810,3009,240,1201,3009
48.916,3089,280,1201,3089
49.022,3165,360,1161,3165
49.127,3124,240,1282,3124
49.233,3245,400,1160,3245
49.338,3285,280,1360,3285
49.444,3245,360,1201,3245
49.563,3049,240,1360,3049
49.669,3205,360,1161,3205
49.775,3084,240,1282,3084
49.880,3124,320,1161,3124
49.987,3124,320,1201,3124
50.093,3084,240,1201,3084
50.199,3165,360,1160,3165
50.304,3009,240,1201,3009
50.410,3245,400,1161,3245
50.516,3084,280,1201,3084
50.622,3205,360,1161,3205
50.729,3049,240,1241,3049
50.836,3124,320,1201,3124
50.941,3084,320,1201,3084
51.047,3089,280,1201,3089
51.153,3165,360,1161,3165
51.258,3009,240,1201,3009
51.364,3205,360,1161,3205
51.470,3089,280,1201,3089
51.575,3245,400,1161,3245
51.681,3049,240,1241,3049
51.786,3165,320,1201,3165
51.892,3009,200,1201,3009
51.998,3089,280,1201,3089
52.104,3245,400,1161,3245
52.211,3044,240,1201,3044
52.317,3165,360,1161,3165
52.423,3084,280,1201,3084
52.529,3205,360,1160,3205
52.634,3049,240,1201,3049
52.740,3205,360,1160,3205
52.845,3009,240,1201,3009
52.951,3089,280,1161,3089
53.056,3165,320,1201,3165
53.163,3049,240,1201,3049
53.269,3245,400,1201,3245
53.375,3089,280,1201,3089
53.481,3205,360,1161,3205
53.586,3044,240,1201,3044
53.692,3165,360,1161,3165
53.798,3004,240,1201,3004
53.903,3205,320,1201,3205
54.009,3165,200,1322,3165
54.115,3084,280,1201,3084
54.220,3165,320,1201,3165
54.326,3084,240,1241,3084
54.432,3245,400,1160,3245
54.537,3124,280,1201,3124
54.643,3205,360,1161,3205
54.748,3044,240,1201,3044
54.854,3205,360,1161,3205
54.959,3009,240,1201,3009
55.065,3124,320,1161,3124
55.170,3084,320,1201,3084
55.276,3044,240,1201,3044
55.382,3165,360,1161,3165
55.488,3009,240,1161,3009
55.594,3245,400,1161,3245
55.700,3084,240,1201,3084
55.807,3205,360,1161,3205
55.914,3049,240,1201,3049
56.020,3124,280,1201,3124
56.126,3089,320,1161,3089
56.233,3089,240,1201,3089
56.339,3165,320,1161,3165
56.445,3009,240,1201,3009
56.551,3205,360,1200,3205
56.657,3245,280,1402,3245
56.762,3245,400,1161,3245
56.868,3044,240,1201,3044
56.975,3205,360,1161,3205
57.080,3009,200,1201,3009
57.187,3044,280,1121,3044
57.293,3084,320,1161,3084
57.398,3044,280,1201,3044
57.504,3165,360,1161,3165
57.609,3009,240,1201,3009
57.715,3165,360,1161,3165
57.820,3089,240,1201,3089
57.926,3245,400,1161,3245
58.031,3049,240,1201,3049
58.137,3165,320,1161,3165
58.244,3049,200,1241,3049
58.351,3084,280,1201,3084
58.457,3245,400,1161,3245
58.563,3049,240,1201,3049
58.669,3205,360,1161,3205
58.775,3084,280,1201,3084
58.882,3245,360,1200,3245
58.987,3205,240,1360,3205
59.093,3285,400,1200,3285
59.198,3124,240,1282,3124
59.304,3124,320,1201,3124
59.410,3124,240,1282,3124
59.517,3084,240,1201,3084
59.623,3285,400,1200,3285
59.728,3049,240,1201,3049
59.834,3124,360,1161,3124
59.939,3084,280,1201,3084
60.046,3205,360,1161,3205
60.152,3044,240,1241,3044
60.258,3245,360,1160,3245
60.363,3049,240,1241,3049
60.469,3124,280,1201,3124
60.574,3124,320,1201,3124
60.679,3049,240,1201,3049
60.785,3245,400,1200,3245
60.891,3084,280,1161,3084
60.996,3165,360,1121,3165
61.102,3049,240,1201,3049
61.207,3205,360,1161,3205
61.313,3049,240,1201,3049
61.418,3205,320,1160,3205
61.524,3084,200,1282,3084
61.629,3084,280,1161,3084
61.735,3124,320,1161,3124
61.841,3044,240,1201,3044
61.946,3405,400,1280,3405
62.052,3049,240,1241,3049
62.158,3205,360,1161,3205
62.264,3089,240,1201,3089
62.369,3165,360,1161,3165
62.475,3049,240,1201,3049
62.580,3205,360,1161,3205
62.686,3009,200,1201,3009
62.793,3084,280,1201,3084
62.899,3165,320,1201,3165
63.005,3049,240,1201,3049
63.111,3245,400,1161,3245
63.216,3084,280,1201,3084
63.322,3165,360,1161,3165
63.427,3049,240,1241,3049
63.533,3165,360,1161,3165
63.639,3009,200,1201,3009
63.745,3124,280,1201,3124
63.850,3124,320,1161,3124
63.956,3049,240,1201,3049
64.061,3165,360,1161,3165
64.167,3049,280,1201,3049
64.272,3245,400,1160,3245
64.378,3084,280,1201,3084
64.483,3205,360,1161,3205
64.589,3044,240,1241,3044
64.694,3165,320,1161,3165
64.800,3004,240,1241,3004
64.905,3124,280,1201,3124
65.011,3165,360,1201,3165
65.117,3049,240,1201,3049
65.223,3124,360,1121,3124
65.330,3044,280,1161,3044
65.436,3205,400,1161,3205
65.542,3049,240,1201,3049
65.648,3165,320,1161,3165
65.754,3044,240,1241,3044
65.861,3084,280,1161,3084
65.968,3245,400,1200,3245
66.074,3245,240,1322,3245
66.180,3205,360,1200,3205
66.285,3044,240,1201,3044
66.391,3205,360,1161,3205
66.497,3084,280,1201,3084
66.603,3205,400,1160,3205
66.710,3044,240,1241,3044
66.817,3165,320,1201,3165
66.923,3084,320,1201,3084
67.029,3084,240,1201,3084
67.134,3245,400,1160,3245
67.241,3049,240,1201,3049
67.347,3165,360,1161,3165
67.454,3044,280,1201,3044
67.560,3205,360,1160,3205
67.665,3049,240,1201,3049
67.770,3165,320,1161,3165
67.877,3044,320,1201,3044
67.983,3089,280,1201,3089
68.088,3124,360,1161,3124
68.194,3009,240,1201,3009
68.299,3205,400,1161,3205
68.405,3285,280,1360,3285
68.511,3205,360,1201,3205
68.617,3124,240,1282,3124
68.723,3205,360,1161,3205
68.829,3044,240,1241,3044
68.935,3165,320,1201,3165
69.040,3124,360,1201,3124
69.146,3084,240,1201,3084
69.252,3165,360,1161,3165
69.357,3009,240,1201,3009
69.463,3245,400,1160,3245
69.568,3089,280,1201,3089
69.674,3205,360,1161,3205
69.779,3049,240,1201,3049
69.885,3165,320,1161,3165
69.990,3009,200,1201,3009
70.096,3124,280,1201,3124
70.201,3165,360,1161,3165
70.307,3044,240,1241,3044
70.412,3165,360,1161,3165
70.518,3084,280,1201,3084
70.623,3245,400,1161,3245
70.729,3049,240,1201,3049
70.834,3205,360,1160,3205
70.940,3124,240,1282,3124
71.046,3084,320,1161,3084
71.152,3165,360,1200,3165
71.258,3205,280,1241,3205
71.364,3205,360,1201,3205
71.469,3009,240,1201,3009
71.575,3205,360,1161,3205
71.681,3089,280,1201,3089
71.787,3285,400,1161,3285
71.893,3049,240,1201,3049
71.999,3165,320,1201,3165
72.105,3009,240,1241,3009
72.210,3084,280,1201,3084
72.316,3245,400,1161,3245
72.422,3049,240,1201,3049
72.527,3205,360,1160,3205
72.632,3084,280,1201,3084
72.738,3205,360,1161,3205
72.845,3049,240,1201,3049
72.952,3205,360,1161,3205
73.058,3009,200,1201,3009
73.163,3124,280,1201,3124
73.269,3165,320,1201,3165
73.374,3044,240,1201,3044
73.480,3325,400,1200,3325
73.586,3205,280,1322,3205
73.691,3205,360,1201,3205
73.798,3084,240,1201,3084
73.904,3205,360,1161,3205
74.011,3009,240,1201,3009
74.118,3165,320,1161,3165
74.224,3084,280,1201,3084
74.329,3044,240,1201,3044
74.436,3124,320,1161,3124
74.542,3009,200,1201,3009
74.647,3245,400,1161,3245
74.753,3049,280,1201,3049
74.859,3205,360,1161,3205
74.964,3004,240,1201,3004
75.071,3124,320,1161,3124
75.177,3009,240,1161,3009
75.282,3084,280,1201,3084
75.388,3165,320,1201,3165
75.493,3049,240,1201,3049
75.599,3165,360,1161,3165
75.704,3089,280,1201,3089
75.810,3245,400,1161,3245
75.917,3049,240,1201,3049
76.024,3165,320,1161,3165
76.130,3009,200,1201,3009
76.236,3089,280,1201,3089
76.341,3245,400,1160,3245
76.447,3044,240,1201,3044
76.552,3165,360,1161,3165
76.657,3084,280,1201,3084
76.763,3165,360,1161,3165
76.869,3044,240,1201,3044
76.974,3245,400,1161,3245
77.081,3205,240,1400,3205
77.186,3165,320,1201,3165
77.292,3009,240,1201,3009
77.397,3084,240,1201,3084
77.503,3285,400,1200,3285
77.609,3049,240,1201,3049
77.714,3205,360,1161,3205
77.822,3285,280,1360,3285
77.928,3205,360,1160,3205
78.034,3124,240,1282,3124
78.140,3245,360,1160,3245
78.245,3084,200,1241,3084
78.351,3124,280,1161,3124
