t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
30.326,2768,0,1163,2768
30.432,2572,0,1043,2572
30.538,2768,0,1163,2768
30.644,2612,0,1043,2612
30.750,2768,0,1203,2768
30.856,2688,0,1083,2688
30.962,2688,0,1083,2688
31.068,2652,0,1043,2652
31.173,2808,0,1203,2808
31.279,2648,0,1083,2648
31.385,3084,0,1482,3084
31.490,2648,0,1083,2648
31.596,2808,0,1203,2808
31.702,2648,0,1083,2648
31.808,2808,0,1203,2808
31.914,2612,0,1043,2612
32.020,2849,0,1282,2849
32.126,2648,0,1083,2648
32.232,2688,0,1123,2688
32.338,2648,0,1043,2648
32.444,2688,0,1163,2688
32.550,2728,0,1123,2728
32.656,2808,0,1241,2808
32.762,2768,0,1163,2768
32.868,2768,0,1163,2768
32.974,2688,0,1123,2688
33.080,2688,0,1123,2688
33.186,2688,0,1083,2688
33.292,2688,0,1123,2688
33.398,2849,0,1241,2849
33.504,2612,0,1083,2612
33.610,2768,0,1163,2768
33.716,2612,0,1083,2612
33.822,2728,0,1163,2728
33.928,2612,0,1083,2612
34.035,2768,0,1203,2768
34.140,2612,0,1043,2612
34.247,2648,0,1123,2648
34.352,2612,0,1043,2612
34.458,2648,0,1163,2648
34.564,2612,0,1043,2612
34.670,2889,0,1282,2889
34.776,2652,0,1043,2652
34.882,2808,0,1203,2808
34.988,2849,0,1203,2849
35.093,2889,0,1241,2889
35.199,2688,0,1123,2688
35.305,2889,0,1322,2889
35.411,2728,0,1123,2728
35.517,2652,0,1083,2652
35.623,2648,0,1043,2648
35.730,2652,0,1083,2652
35.836,2648,0,1043,2648
35.942,2652,0,1083,2652
36.048,2728,0,1123,2728
36.154,2688,0,1123,2688
36.259,2648,0,1083,2648
36.365,2688,0,1123,2688
36.471,2648,0,1083,2648
36.577,2688,0,1123,2688
36.683,2808,0,1203,2808
36.789,2648,0,1123,2648
36.895,2728,0,1163,2728
37.001,2648,0,1163,2648
37.107,2728,0,1123,2728
37.214,2889,0,1362,2889
37.323,2808,0,1282,2808
37.429,2612,0,1043,2612
37.535,2728,0,1203,2728
37.640,2612,0,1003,2612
37.746,2728,0,1203,2728
37.852,2572,0,1003,2572
37.958,2849,0,1243,2849
38.064,2688,0,1083,2688
38.170,2688,0,1123,2688
38.276,2648,0,1043,2648
38.382,2648,0,1083,2648
38.488,2612,0,1043,2612
38.594,2969,0,1362,2969
38.700,2652,0,1043,2652
38.805,2768,0,1163,2768
38.912,2612,0,1043,2612
39.017,2768,0,1163,2768
39.123,2612,0,1043,2612
39.229,2849,0,1282,2849
39.335,2728,0,1123,2728
39.442,2768,0,1163,2768
39.548,2849,0,1282,2849
39.654,2688,0,1123,2688
39.760,2688,0,1083,2688
39.866,2652,0,1083,2652
39.972,2728,0,1163,2728
40.078,2728,0,1123,2728
40.184,2688,0,1083,2688
40.290,2728,0,1123,2728
40.397,2688,0,1083,2688
40.503,2688,0,1123,2688
40.609,2808,0,1241,2808
40.715,2612,0,1083,2612
40.821,2728,0,1163,2728
40.927,2572,0,1043,2572
41.033,2728,0,1163,2728
41.139,2612,0,1083,2612
41.246,2728,0,1203,2728
41.351,2608,0,1043,2608
41.457,2648,0,1123,2648
41.563,2612,0,1003,2612
41.669,2648,0,1163,2648
41.775,2652,0,1043,2652
41.881,2889,0,1282,2889
41.987,2612,0,1043,2612
42.093,2768,0,1163,2768
42.199,2612,0,1043,2612
42.304,2728,0,1163,2728
42.411,2612,0,1043,2612
42.517,2849,0,1322,2849
42.622,2648,0,1083,2648
42.728,2688,0,1163,2688
42.835,2612,0,1043,2612
42.940,2688,0,1163,2688
43.046,2612,0,1043,2612
43.152,2728,0,1163,2728
43.259,2688,0,1123,2688
43.364,2688,0,1083,2688
43.470,2648,0,1083,2648
43.576,2652,0,1083,2652
43.682,2688,0,1083,2688
43.788,2728,0,1163,2728
43.894,2889,0,1282,2889
44.000,2849,0,1282,2849
44.106,2768,0,1163,2768
44.212,2728,0,1203,2728
44.318,2728,0,1163,2728
44.424,2688,0,1163,2688
44.530,2808,0,1241,2808
44.636,2612,0,1003,2612
44.741,2688,0,1163,2688
44.847,2572,0,1003,2572
44.953,2728,0,1203,2728
45.059,2612,0,1003,2612
45.165,2849,0,1243,2849
45.271,2652,0,1083,2652
45.376,2688,0,1123,2688
45.482,2652,0,1043,2652
45.588,2688,0,1083,2688
45.694,2652,0,1043,2652
45.800,2969,0,1402,2969
45.906,2648,0,1043,2648
46.012,2768,0,1203,2768
46.118,2612,0,1043,2612
46.223,2929,0,1241,2929
46.330,2849,0,1163,2849
46.436,2808,0,1241,2808
46.542,2768,0,1163,2768
46.648,2728,0,1163,2728
46.753,2688,0,1123,2688
46.859,2688,0,1083,2688
46.965,2648,0,1083,2648
47.071,2648,0,1083,2648
47.177,2768,0,1163,2768
47.283,2768,0,1163,2768
47.389,2688,0,1123,2688
47.495,2889,0,1322,2889
47.601,2728,0,1163,2728
47.707,2728,0,1163,2728
47.813,2849,0,1282,2849
47.919,2572,0,1003,2572
48.025,2768,0,1203,2768
48.130,2652,0,1083,2652
48.236,2768,0,1203,2768
48.342,2572,0,1003,2572
48.448,2808,0,1203,2808
48.554,2648,0,1083,2648
48.660,2688,0,1123,2688
48.766,2688,0,1083,2688
48.872,2889,0,1243,2889
48.978,2849,0,1241,2849
49.084,2969,0,1402,2969
49.190,2688,0,1083,2688
49.295,2768,0,1203,2768
49.402,2612,0,1043,2612
49.508,2768,0,1203,2768
49.614,2612,0,1043,2612
49.720,2768,0,1203,2768
49.826,2692,0,1083,2692
49.932,2652,0,1083,2652
50.038,2652,0,1043,2652
50.144,2648,0,1083,2648
50.250,2652,0,1043,2652
50.356,2652,0,1083,2652
