t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
39.230,2929,0,1322,2929
39.335,3004,0,1402,3004
39.442,2929,0,1402,2929
39.548,3004,0,1442,3004
39.654,3124,0,1482,3124
39.760,3044,0,1442,3044
39.866,3044,0,1482,3044
39.972,3084,0,1442,3084
40.077,2929,0,1322,2929
40.183,3004,0,1402,3004
40.289,3004,0,1402,3004
40.395,3084,0,1522,3084
40.501,3165,0,1560,3165
40.608,3245,0,1640,3245
40.714,3124,0,1522,3124
40.819,3124,0,1482,3124
40.925,2929,0,1322,2929
41.031,3004,0,1402,3004
41.137,2964,0,1402,2964
41.243,3044,0,1482,3044
41.353,3044,0,1442,3044
41.459,3044,0,1442,3044
41.565,3084,0,1482,3084
41.671,3004,0,1402,3004
41.777,2889,0,1322,2889
41.883,3004,0,1442,3004
41.989,3004,0,1402,3004
42.095,3084,0,1482,3084
42.201,3044,0,1442,3044
42.307,3084,0,1482,3084
42.413,3084,0,1482,3084
42.518,3004,0,1362,3004
42.624,2889,0,1322,2889
42.730,3004,0,1442,3004
42.836,3044,0,1482,3044
42.942,3124,0,1522,3124
43.049,3084,0,1482,3084
43.154,3084,0,1482,3084
43.260,3124,0,1522,3124
43.366,2929,0,1322,2929
43.472,3009,0,1442,3009
43.578,3044,0,1482,3044
43.684,3044,0,1402,3044
43.790,3124,0,1522,3124
43.896,3084,0,1522,3084
44.002,3009,0,1362,3009
44.108,3084,0,1482,3084
44.214,2889,0,1322,2889
44.320,2929,0,1362,2929
44.426,3044,0,1442,3044
44.533,3004,0,1402,3004
44.639,3124,0,1522,3124
44.744,3084,0,1520,3084
44.850,3165,0,1560,3165
44.956,3165,0,1522,3165
45.061,3004,0,1442,3004
45.167,3004,0,1442,3004
45.273,3084,0,1522,3084
45.379,3044,0,1442,3044
45.485,3285,0,1640,3285
45.591,3165,0,1562,3165
45.697,2969,0,1362,2969
45.802,3084,0,1442,3084
45.908,2889,0,1322,2889
46.014,2964,0,1402,2964
46.120,3084,0,1522,3084
46.226,3004,0,1402,3004
46.332,3084,0,1482,3084
46.438,3124,0,1482,3124
46.544,2929,0,1322,2929
46.649,3004,0,1402,3004
46.755,2929,0,1362,2929
46.861,3004,0,1442,3004
46.967,3124,0,1482,3124
47.073,3044,0,1442,3044
47.179,3044,0,1482,3044
47.285,3084,0,1442,3084
47.391,2889,0,1322,2889
47.497,3009,0,1402,3009
47.603,2969,0,1402,2969
47.709,3044,0,1522,3044
47.815,3084,0,1442,3084
47.921,3044,0,1442,3044
48.027,3084,0,1482,3084
48.133,3004,0,1402,3004
48.239,2849,0,1322,2849
48.345,3009,0,1402,3009
48.451,3009,0,1402,3009
48.557,3124,0,1522,3124
48.663,3044,0,1442,3044
48.768,3084,0,1522,3084
48.874,3124,0,1522,3124
48.980,2969,0,1362,2969
49.086,2929,0,1362,2929
49.192,3124,0,1522,3124
49.298,3285,0,1640,3285
49.404,3165,0,1560,3165
49.509,3165,0,1560,3165
49.615,3124,0,1482,3124
49.721,3205,0,1562,3205
49.827,2889,0,1322,2889
49.933,2969,0,1402,2969
50.039,3044,0,1442,3044
50.145,3044,0,1402,3044
50.251,3124,0,1522,3124
50.357,3084,0,1522,3084
50.463,3009,0,1402,3009
50.572,3044,0,1442,3044
50.678,2889,0,1322,2889
50.784,2969,0,1402,2969
50.890,3084,0,1482,3084
50.996,3004,0,1402,3004
51.102,3084,0,1482,3084
51.207,3124,0,1482,3124
51.313,2969,0,1362,2969
51.419,3044,0,1442,3044
51.525,2929,0,1402,2929
51.631,3004,0,1442,3004
51.737,3084,0,1482,3084
51.842,3124,0,1522,3124
51.948,3084,0,1482,3084
52.054,3084,0,1442,3084
52.160,2889,0,1322,2889
52.266,3009,0,1402,3009
52.372,2969,0,1402,2969
52.478,3044,0,1482,3044
52.584,3084,0,1482,3084
52.690,3044,0,1482,3044
52.796,3084,0,1482,3084
52.902,3245,0,1600,3245
53.008,2889,0,1322,2889
53.114,3009,0,1442,3009
53.220,3044,0,1482,3044
53.326,3084,0,1482,3084
53.432,3044,0,1442,3044
53.538,3124,0,1482,3124
53.643,3165,0,1562,3165
53.749,3124,0,1482,3124
53.855,2969,0,1442,2969
53.961,3084,0,1482,3084
54.067,3124,0,1522,3124
54.176,3084,0,1522,3084
54.282,3044,0,1482,3044
54.388,3124,0,1482,3124
54.494,3165,0,1560,3165
54.600,2969,0,1322,2969
54.706,2929,0,1362,2929
54.812,3044,0,1442,3044
54.918,3044,0,1442,3044
55.024,3084,0,1522,3084
55.130,3084,0,1482,3084
55.235,3044,0,1402,3044
55.341,3124,0,1522,3124
55.447,2929,0,1322,2929
55.553,2929,0,1362,2929
55.660,3044,0,1482,3044
55.766,3044,0,1402,3044
55.872,3124,0,1522,3124
55.978,3084,0,1482,3084
56.083,3004,0,1402,3004
56.189,3285,0,1680,3285
56.295,2969,0,1362,2969
56.401,3084,0,1522,3084
56.507,3044,0,1482,3044
56.613,3084,0,1482,3084
56.719,3124,0,1560,3124
56.825,3124,0,1522,3124
56.931,3004,0,1402,3004
57.036,3165,0,1522,3165
57.143,2889,0,1322,2889
57.249,3004,0,1402,3004
57.355,3044,0,1482,3044
57.460,3004,0,1402,3004
57.567,3084,0,1482,3084
57.672,3084,0,1522,3084
57.778,2969,0,1362,2969
57.884,3084,0,1442,3084
57.990,2929,0,1362,2929
58.096,3004,0,1442,3004
58.202,3084,0,1482,3084
58.308,3004,0,1402,3004
58.413,3084,0,1482,3084
58.519,3124,0,1482,3124
58.625,3009,0,1362,3009
58.731,3205,0,1560,3205
58.837,3004,0,1442,3004
58.943,3124,0,1562,3124
59.052,3124,0,1522,3124
59.158,3084,0,1522,3084
59.264,3084,0,1482,3084
59.370,3044,0,1442,3044
59.476,2889,0,1282,2889
59.582,2964,0,1402,2964
59.688,3004,0,1442,3004
59.794,3084,0,1522,3084
59.900,3044,0,1442,3044
60.006,3084,0,1482,3084
60.112,3084,0,1482,3084
60.218,3004,0,1402,3004
60.324,2889,0,1322,2889
60.430,2969,0,1402,2969
60.535,3009,0,1442,3009
60.642,3084,0,1482,3084
60.748,3044,0,1482,3044
60.853,3084,0,1482,3084
60.959,3124,0,1522,3124
61.065,2929,0,1362,2929
61.171,2929,0,1362,2929
61.277,3009,0,1442,3009
61.383,3124,0,1482,3124
61.489,3084,0,1522,3084
61.595,3084,0,1482,3084
61.701,3044,0,1442,3044
61.807,3124,0,1520,3124
61.913,2929,0,1322,2929
62.019,2929,0,1362,2929
62.125,3044,0,1482,3044
62.231,3044,0,1402,3044
62.338,3124,0,1522,3124
62.444,3124,0,1522,3124
62.549,2969,0,1362,2969
62.655,3044,0,1442,3044
62.761,2929,0,1362,2929
62.867,3004,0,1442,3004
62.973,3084,0,1522,3084
63.079,3044,0,1442,3044
63.185,3165,0,1560,3165
63.291,3325,0,1680,3325
63.397,2969,0,1362,2969
63.502,3124,0,1482,3124
63.608,2969,0,1402,2969
63.714,2969,0,1402,2969
63.820,3084,0,1482,3084
63.926,3004,0,1402,3004
64.032,3084,0,1482,3084
64.138,3124,0,1522,3124
64.244,3004,0,1362,3004
64.350,3084,0,1442,3084
64.455,2929,0,1362,2929
64.561,3084,0,1520,3084
64.667,3084,0,1482,3084
64.773,3004,0,1402,3004
64.879,3124,0,1482,3124
64.985,3124,0,1522,3124
65.091,2969,0,1362,2969
65.197,3044,0,1442,3044
65.303,2889,0,1362,2889
65.409,3004,0,1442,3004
65.514,3124,0,1522,3124
65.620,3285,0,1640,3285
65.726,3124,0,1522,3124
65.832,3245,0,1602,3245
65.938,2969,0,1362,2969
66.043,3124,0,1482,3124
66.149,2969,0,1402,2969
66.255,3044,0,1482,3044
66.361,3084,0,1482,3084
66.467,3044,0,1442,3044
66.573,3044,0,1482,3044
66.679,3084,0,1442,3084
66.785,2889,0,1322,2889
66.891,3009,0,1402,3009
66.997,2969,0,1402,2969
67.103,3044,0,1482,3044
67.209,3044,0,1442,3044
67.315,3124,0,1522,3124
67.421,3084,0,1482,3084
67.526,3004,0,1402,3004
67.632,2889,0,1322,2889
67.738,3004,0,1402,3004
67.844,3004,0,1442,3004
67.950,3084,0,1482,3084
68.056,3084,0,1482,3084
68.162,3245,0,1640,3245
68.268,3124,0,1560,3124
68.374,3044,0,1402,3044
68.480,2964,0,1402,2964
68.586,3044,0,1442,3044
68.692,3004,0,1442,3004
68.798,3084,0,1482,3084
68.905,3084,0,1520,3084
69.010,3205,0,1520,3205
69.116,3124,0,1560,3124
69.222,2929,0,1322,2929
69.328,2929,0,1362,2929
69.434,3044,0,1442,3044
69.540,3044,0,1442,3044
69.646,3084,0,1522,3084
69.752,3044,0,1482,3044
69.858,3044,0,1402,3044
69.964,3165,0,1522,3165
70.070,2889,0,1322,2889
70.176,2969,0,1402,2969
70.282,3044,0,1482,3044
70.388,3004,0,1402,3004
70.494,3124,0,1522,3124
70.600,3124,0,1522,3124
70.705,2969,0,1362,2969
70.811,3044,0,1442,3044
70.917,2969,0,1402,2969
71.023,3004,0,1442,3004
71.129,3084,0,1522,3084
71.235,3044,0,1442,3044
71.341,3044,0,1442,3044
71.447,3084,0,1482,3084
71.553,2929,0,1322,2929
71.659,3004,0,1402,3004
71.765,2929,0,1402,2929
71.871,3044,0,1482,3044
71.977,3084,0,1482,3084
72.082,3044,0,1482,3044
72.189,3044,0,1442,3044
72.294,3044,0,1442,3044
72.400,2929,0,1322,2929
72.506,3044,0,1442,3044
72.613,3084,0,1482,3084
72.719,3285,0,1720,3285
72.825,3124,0,1482,3124
72.931,3084,0,1522,3084
73.037,3124,0,1522,3124
73.142,3044,0,1402,3044
73.248,2889,0,1322,2889
73.354,2969,0,1402,2969
73.461,3044,0,1482,3044
73.567,3084,0,1522,3084
73.673,3044,0,1442,3044
73.779,3084,0,1522,3084
73.885,3084,0,1482,3084
73.991,3009,0,1362,3009
74.097,2889,0,1322,2889
74.203,3004,0,1442,3004
74.309,3044,0,1442,3044
74.415,3084,0,1482,3084
74.521,3044,0,1442,3044
74.627,3084,0,1482,3084
74.733,3124,0,1522,3124
74.839,2969,0,1362,2969
74.945,2929,0,1362,2929
75.051,3004,0,1442,3004
75.157,3044,0,1482,3044
75.263,3084,0,1522,3084
75.369,3084,0,1482,3084
75.475,3084,0,1442,3084
75.581,3124,0,1522,3124
75.687,2929,0,1322,2929
75.793,2929,0,1362,2929
75.899,3044,0,1482,3044
76.005,3044,0,1402,3044
76.111,3124,0,1522,3124
76.217,3084,0,1482,3084
76.323,3044,0,1442,3044
76.429,3124,0,1522,3124
76.535,2929,0,1322,2929
76.641,2969,0,1402,2969
76.747,3004,0,1442,3004
76.853,3044,0,1442,3044
76.959,3165,0,1640,3165
77.065,3165,0,1562,3165
77.171,3165,0,1522,3165
77.277,3165,0,1520,3165
77.383,2969,0,1402,2969
77.489,3004,0,1442,3004
77.595,3084,0,1522,3084
77.701,3004,0,1442,3004
77.807,3084,0,1482,3084
77.913,3124,0,1522,3124
78.019,2969,0,1362,2969
78.125,3084,0,1442,3084
78.231,2929,0,1362,2929
78.337,3004,0,1442,3004
78.443,3084,0,1522,3084
78.549,3004,0,1442,3004
78.655,3084,0,1442,3084
78.761,3084,0,1442,3084
78.867,2929,0,1322,2929
78.973,3004,0,1402,3004
79.079,2964,0,1402,2964
79.185,3044,0,1482,3044
79.291,3084,0,1442,3084
79.397,3084,0,1482,3084
79.503,3084,0,1482,3084
79.609,3004,0,1402,3004
79.715,2889,0,1322,2889
79.821,3049,0,1442,3049
79.927,3044,0,1482,3044
80.033,3044,0,1482,3044
80.140,3044,0,1442,3044
80.245,3084,0,1482,3084
80.351,3124,0,1520,3124
80.457,2969,0,1362,2969
80.563,2929,0,1362,2929
80.669,3004,0,1442,3004
80.775,3044,0,1442,3044
80.885,3004,0,1482,3004
80.991,3084,0,1482,3084
81.096,3044,0,1402,3044
81.202,3124,0,1522,3124
81.308,3049,0,1442,3049
81.414,3205,0,1560,3205
81.520,3084,0,1482,3084
81.626,3124,0,1482,3124
81.732,3205,0,1640,3205
81.838,3205,0,1600,3205
81.944,3084,0,1482,3084
82.050,3165,0,1520,3165
82.155,2929,0,1322,2929
82.261,3084,0,1482,3084
82.368,3084,0,1482,3084
82.474,3124,0,1482,3124
82.580,3165,0,1560,3165
82.686,3124,0,1522,3124
82.791,3004,0,1402,3004
82.897,3124,0,1482,3124
83.003,2969,0,1402,2969
83.109,3004,0,1442,3004
83.215,3124,0,1522,3124
83.321,3044,0,1442,3044
83.427,3084,0,1482,3084
83.533,3124,0,1482,3124
83.639,2929,0,1322,2929
83.744,3044,0,1402,3044
83.850,2964,0,1402,2964
83.956,3084,0,1482,3084
84.062,3084,0,1482,3084
84.168,3044,0,1442,3044
84.274,3084,0,1482,3084
84.380,3044,0,1442,3044
84.486,2889,0,1322,2889
84.592,2969,0,1362,2969
84.698,3004,0,1402,3004
84.804,3084,0,1482,3084
84.910,3084,0,1442,3084
85.016,3084,0,1482,3084
85.122,3084,0,1522,3084
85.228,2969,0,1362,2969
85.334,2889,0,1362,2889
85.440,3004,0,1442,3004
85.546,3044,0,1482,3044
85.651,3084,0,1522,3084
85.757,3124,0,1522,3124
85.863,3245,0,1560,3245
85.969,3165,0,1640,3165
86.075,2969,0,1362,2969
86.181,3004,0,1402,3004
86.287,3084,0,1482,3084
86.398,2969,0,1402,2969
86.504,3124,0,1522,3124
86.610,3084,0,1522,3084
86.716,3004,0,1402,3004
86.822,3124,0,1522,3124
86.927,3004,0,1362,3004
87.033,2969,0,1402,2969
87.139,3124,0,1522,3124
87.245,3044,0,1442,3044
87.351,3124,0,1520,3124
87.457,3124,0,1520,3124
87.563,3004,0,1402,3004
87.669,3124,0,1482,3124
87.775,2889,0,1322,2889
87.881,2969,0,1402,2969
87.987,3084,0,1482,3084
88.093,3004,0,1402,3004
88.199,3124,0,1482,3124
88.311,3004,0,1402,3004
88.417,2889,0,1322,2889
88.522,3004,0,1402,3004
88.628,2929,0,1362,2929
88.734,3044,0,1482,3044
88.840,3124,0,1482,3124
88.946,3044,0,1442,3044
89.052,3084,0,1480,3084
89.158,3044,0,1402,3044
89.264,2849,0,1322,2849
89.370,3004,0,1442,3004
89.476,3004,0,1442,3004
89.582,3084,0,1482,3084
89.688,3044,0,1442,3044
89.794,3084,0,1482,3084
89.900,3084,0,1522,3084
90.006,2969,0,1362,2969
90.112,3004,0,1442,3004
90.219,3084,0,1560,3084
90.325,3124,0,1522,3124
90.431,3245,0,1640,3245
90.537,3124,0,1520,3124
90.643,3124,0,1482,3124
90.749,3165,0,1560,3165
90.854,2929,0,1322,2929
90.961,2969,0,1402,2969
91.067,3044,0,1482,3044
91.173,3004,0,1402,3004
91.279,3124,0,1522,3124
91.385,3084,0,1522,3084
91.491,2969,0,1362,2969
91.597,3084,0,1442,3084
91.703,2889,0,1322,2889
91.809,2964,0,1402,2964
91.915,3084,0,1522,3084
92.021,3004,0,1402,3004
92.127,3084,0,1482,3084
92.233,3124,0,1522,3124
92.339,2969,0,1362,2969
92.445,3084,0,1442,3084
92.551,2929,0,1362,2929
92.657,3084,0,1482,3084
92.763,3285,0,1640,3285
92.869,3044,0,1442,3044
92.975,3165,0,1522,3165
93.080,3205,0,1560,3205
93.186,3009,0,1362,3009
93.292,3044,0,1442,3044
93.398,2929,0,1362,2929
93.504,3044,0,1482,3044
93.610,3124,0,1482,3124
93.716,3004,0,1442,3004
93.822,3084,0,1482,3084
93.928,3084,0,1442,3084
94.034,2929,0,1322,2929
94.139,3004,0,1402,3004
94.245,2969,0,1402,2969
94.351,3044,0,1482,3044
94.465,2929,0,1362,2929
94.571,3004,0,1442,3004
94.677,3044,0,1482,3044
94.783,3044,0,1402,3044
94.889,2889,0,1322,2889
94.995,2969,0,1402,2969
95.101,3009,0,1402,3009
95.207,3084,0,1522,3084
95.313,3044,0,1442,3044
95.419,3084,0,1522,3084
95.525,3084,0,1482,3084
95.631,3009,0,1362,3009
95.737,2889,0,1322,2889
95.843,3004,0,1442,3004
95.949,3044,0,1442,3044
96.055,3084,0,1480,3084
96.161,3044,0,1442,3044
96.266,3084,0,1482,3084
96.373,3084,0,1522,3084
96.478,2969,0,1362,2969
96.584,2929,0,1362,2929
96.690,3044,0,1442,3044
96.796,3004,0,1482,3004
96.902,3084,0,1482,3084
97.008,3084,0,1482,3084
97.114,3124,0,1482,3124
97.220,3205,0,1600,3205
97.326,3124,0,1482,3124
97.432,2929,0,1402,2929
97.538,3084,0,1482,3084
