t_sec,POM_5V_IN_mW,POM_5V_GPU_mW,POM_5V_CPU_mW,total_mW
45.206,2849,0,1241,2849
45.312,2728,0,1163,2728
45.418,2728,0,1123,2728
45.524,2728,0,1163,2728
45.630,2849,0,1243,2849
45.736,2849,0,1282,2849
45.842,2688,0,1123,2688
45.948,2849,0,1282,2849
46.054,2572,0,963,2572
46.160,2808,0,1203,2808
46.266,2768,0,1203,2768
46.372,2889,0,1282,2889
46.478,2808,0,1203,2808
46.584,2728,0,1123,2728
46.690,2688,0,1083,2688
46.796,2648,0,1043,2648
46.902,2808,0,1241,2808
47.008,2688,0,1083,2688
47.114,2808,0,1282,2808
47.223,2532,0,963,2532
47.329,2808,0,1203,2808
47.435,2728,0,1203,2728
47.541,2889,0,1282,2889
47.648,2808,0,1241,2808
47.754,2728,0,1123,2728
47.860,2688,0,1083,2688
47.966,2929,0,1241,2929
48.072,2768,0,1203,2768
48.178,2768,0,1163,2768
48.284,2849,0,1241,2849
48.390,2648,0,1043,2648
48.499,2849,0,1282,2849
48.605,2572,0,1043,2572
48.711,3004,0,1362,3004
48.817,2648,0,1123,2648
48.924,2768,0,1163,2768
49.030,2728,0,1123,2728
49.136,2688,0,1083,2688
49.242,2849,0,1282,2849
49.348,2728,0,1163,2728
49.454,2728,0,1163,2728
49.560,2612,0,1043,2612
49.666,2889,0,1282,2889
49.773,2808,0,1322,2808
49.879,3044,0,1402,3044
49.985,2648,0,1123,2648
50.091,2768,0,1163,2768
50.197,2728,0,1123,2728
50.303,2688,0,1083,2688
50.409,2728,0,1163,2728
50.515,2808,0,1203,2808
50.621,2929,0,1362,2929
50.728,2648,0,1083,2648
50.834,2889,0,1322,2889
50.940,2532,0,1003,2532
51.046,3004,0,1442,3004
51.152,2612,0,1083,2612
51.258,2768,0,1163,2768
51.364,2728,0,1163,2728
51.471,2688,0,1083,2688
51.577,2688,0,1163,2688
51.683,2728,0,1123,2728
51.789,2728,0,1163,2728
51.895,2612,0,1003,2612
52.001,2889,0,1282,2889
52.107,2612,0,1083,2612
52.213,3004,0,1362,3004
52.319,2648,0,1123,2648
52.425,2768,0,1163,2768
52.531,2728,0,1123,2728
52.638,2688,0,1083,2688
52.744,2728,0,1163,2728
52.850,2728,0,1123,2728
52.956,2728,0,1203,2728
53.062,2648,0,1003,2648
53.168,3009,0,1362,3009
53.274,2652,0,1083,2652
53.380,3004,0,1402,3004
53.486,2648,0,1123,2648
53.592,2728,0,1163,2728
53.698,2728,0,1163,2728
53.804,2688,0,1083,2688
53.910,2688,0,1163,2688
54.017,2728,0,1123,2728
54.123,2728,0,1203,2728
54.229,2612,0,1003,2612
54.336,2849,0,1282,2849
54.442,2608,0,1123,2608
54.548,2969,0,1362,2969
54.654,2688,0,1163,2688
54.760,2728,0,1123,2728
54.866,2969,0,1362,2969
54.972,2728,0,1123,2728
55.078,2768,0,1241,2768
55.185,2728,0,1163,2728
55.291,2768,0,1203,2768
55.397,2612,0,1043,2612
55.503,2889,0,1282,2889
55.609,2612,0,1083,2612
55.715,3004,0,1362,3004
55.821,2648,0,1123,2648
55.927,2728,0,1163,2728
56.033,2728,0,1123,2728
56.139,2648,0,1083,2648
56.245,2728,0,1203,2728
56.352,2688,0,1123,2688
56.458,2768,0,1243,2768
56.564,2572,0,1003,2572
56.670,2849,0,1241,2849
56.776,2688,0,1163,2688
56.882,2929,0,1322,2929
56.988,2728,0,1203,2728
57.094,2728,0,1123,2728
57.201,2688,0,1123,2688
57.307,2688,0,1083,2688
57.413,2849,0,1282,2849
57.519,2889,0,1322,2889
57.625,2808,0,1241,2808
57.731,2648,0,1043,2648
57.837,2889,0,1282,2889
57.943,2572,0,1043,2572
58.049,3004,0,1362,3004
58.155,2608,0,1123,2608
58.261,2768,0,1163,2768
58.367,2728,0,1123,2728
58.473,2608,0,1043,2608
58.579,2688,0,1123,2688
58.685,2728,0,1123,2728
58.792,2648,0,1123,2648
58.898,2652,0,1043,2652
59.004,2889,0,1322,2889
59.110,2532,0,1043,2532
59.216,3004,0,1402,3004
59.322,2612,0,1083,2612
59.428,2768,0,1163,2768
59.535,2728,0,1163,2728
59.641,2688,0,1083,2688
59.747,2688,0,1123,2688
59.853,3004,0,1322,3004
59.959,2688,0,1163,2688
60.065,2728,0,1123,2728
60.171,2889,0,1362,2889
60.277,2612,0,1003,2612
60.384,3004,0,1442,3004
60.490,2572,0,1043,2572
60.596,2768,0,1203,2768
60.702,2768,0,1163,2768
60.808,2688,0,1123,2688
60.915,2688,0,1123,2688
61.021,2728,0,1123,2728
61.127,2688,0,1123,2688
61.233,2652,0,1043,2652
61.339,2889,0,1322,2889
61.445,2532,0,1043,2532
61.552,3004,0,1402,3004
61.658,2612,0,1083,2612
61.764,2768,0,1163,2768
61.870,2728,0,1163,2728
61.976,2688,0,1083,2688
62.082,2688,0,1123,2688
62.189,2728,0,1123,2728
62.295,2728,0,1163,2728
62.401,2728,0,1123,2728
62.507,2889,0,1402,2889
62.613,2612,0,1043,2612
62.718,3205,0,1600,3205
62.824,2608,0,1043,2608
62.930,2808,0,1203,2808
63.036,2808,0,1203,2808
63.142,2728,0,1123,2728
63.248,2688,0,1083,2688
63.354,2768,0,1163,2768
63.461,2688,0,1123,2688
63.567,2648,0,1043,2648
63.673,2849,0,1282,2849
63.779,2572,0,1003,2572
63.885,3004,0,1442,3004
63.991,2572,0,1043,2572
64.097,2808,0,1203,2808
64.203,2768,0,1203,2768
64.309,2728,0,1123,2728
64.415,2688,0,1083,2688
64.521,2768,0,1163,2768
64.627,2688,0,1123,2688
64.733,2648,0,1043,2648
64.839,2849,0,1282,2849
64.944,2572,0,1003,2572
65.050,2964,0,1402,2964
65.156,2612,0,1003,2612
65.262,2849,0,1243,2849
65.368,2728,0,1203,2728
65.474,2728,0,1123,2728
65.580,2688,0,1123,2688
65.686,2768,0,1203,2768
65.792,2688,0,1123,2688
65.898,2652,0,1083,2652
66.003,2849,0,1282,2849
66.109,2572,0,1003,2572
66.215,2964,0,1402,2964
66.321,2572,0,1003,2572
66.427,2808,0,1203,2808
66.533,2768,0,1203,2768
66.639,2728,0,1123,2728
66.744,2728,0,1123,2728
66.850,2849,0,1241,2849
66.956,2849,0,1241,2849
67.062,2688,0,1083,2688
67.168,2849,0,1322,2849
67.274,2612,0,1043,2612
67.380,2969,0,1402,2969
67.486,2612,0,1003,2612
67.592,2849,0,1203,2849
67.698,2768,0,1243,2768
67.804,2728,0,1123,2728
67.910,2688,0,1123,2688
68.016,2768,0,1163,2768
68.121,2688,0,1123,2688
68.228,2652,0,1083,2652
68.334,2808,0,1241,2808
68.439,2572,0,1003,2572
68.545,3004,0,1442,3004
68.651,2572,0,1003,2572
68.757,2808,0,1201,2808
68.863,2768,0,1203,2768
68.969,2728,0,1123,2728
69.075,2688,0,1083,2688
69.181,2849,0,1201,2849
69.287,2889,0,1282,2889
69.393,2688,0,1123,2688
69.499,2889,0,1322,2889
69.604,2688,0,1083,2688
69.710,3044,0,1442,3044
69.816,2612,0,1003,2612
69.922,2849,0,1243,2849
70.028,2728,0,1203,2728
70.134,2728,0,1123,2728
70.240,2688,0,1123,2688
70.346,2768,0,1163,2768
70.452,2688,0,1123,2688
70.558,2652,0,1083,2652
70.664,2808,0,1241,2808
70.770,2572,0,1003,2572
70.876,2964,0,1402,2964
70.981,2572,0,1003,2572
71.087,2849,0,1241,2849
71.193,2768,0,1201,2768
71.299,2728,0,1123,2728
71.405,2728,0,1123,2728
71.511,2808,0,1203,2808
71.617,2688,0,1123,2688
71.723,2688,0,1083,2688
71.829,2889,0,1282,2889
71.935,2808,0,1203,2808
72.041,3004,0,1402,3004
72.146,2648,0,1043,2648
72.253,2929,0,1282,2929
72.358,2648,0,1123,2648
72.465,2768,0,1163,2768
72.570,2728,0,1123,2728
72.677,2808,0,1203,2808
72.783,2728,0,1123,2728
72.889,2688,0,1083,2688
72.995,2728,0,1163,2728
73.100,2648,0,1043,2648
73.206,2929,0,1402,2929
73.312,2688,0,1083,2688
73.418,2889,0,1282,2889
73.524,2608,0,1083,2608
73.630,2768,0,1163,2768
73.736,2728,0,1163,2728
73.842,2808,0,1203,2808
73.948,2728,0,1163,2728
74.054,2688,0,1083,2688
74.160,2728,0,1201,2728
74.266,2929,0,1241,2929
74.372,2964,0,1402,2964
74.478,2768,0,1163,2768
74.584,2924,0,1362,2924
74.690,2608,0,1083,2608
74.796,2808,0,1201,2808
74.902,2768,0,1163,2768
75.008,2849,0,1241,2849
75.114,2768,0,1163,2768
75.220,2688,0,1123,2688
75.326,2648,0,1123,2648
75.432,2648,0,1043,2648
75.538,2889,0,1322,2889
75.644,2648,0,1043,2648
75.750,2889,0,1282,2889
75.856,2612,0,1043,2612
75.962,2768,0,1163,2768
76.068,2768,0,1163,2768
76.174,2849,0,1241,2849
76.280,2768,0,1163,2768
76.386,2688,0,1083,2688
76.492,2768,0,1161,2768
76.597,2652,0,1043,2652
76.703,2889,0,1362,2889
76.809,2648,0,1043,2648
76.915,2929,0,1322,2929
77.021,2572,0,1043,2572
77.128,2768,0,1163,2768
77.234,2728,0,1163,2728
77.340,2849,0,1241,2849
77.446,2728,0,1163,2728
77.552,2688,0,1083,2688
77.658,2728,0,1163,2728
77.764,2648,0,1043,2648
77.870,2929,0,1362,2929
77.975,2648,0,1043,2648
78.081,2889,0,1282,2889
78.187,2608,0,1083,2608
78.293,2768,0,1163,2768
78.399,2728,0,1163,2728
78.505,2808,0,1241,2808
78.611,2808,0,1203,2808
78.717,2929,0,1241,2929
78.823,2688,0,1123,2688
78.929,2728,0,1123,2728
79.035,2929,0,1362,2929
79.141,2728,0,1123,2728
79.247,2889,0,1322,2889
79.353,2532,0,1003,2532
79.459,2808,0,1203,2808
79.565,2768,0,1163,2768
79.671,2849,0,1241,2849
79.777,2768,0,1163,2768
79.883,2688,0,1083,2688
79.989,2648,0,1123,2648
80.095,2652,0,1043,2652
80.201,2889,0,1322,2889
80.306,2648,0,1043,2648
80.412,2889,0,1322,2889
80.519,2572,0,1043,2572
80.625,2768,0,1163,2768
80.731,2728,0,1163,2728
80.837,2889,0,1241,2889
80.943,2768,0,1163,2768
81.049,2688,0,1083,2688
81.155,2728,0,1163,2728
81.261,2728,0,1123,2728
81.366,3084,0,1522,3084
81.472,2728,0,1123,2728
81.578,2924,0,1362,2924
81.688,2532,0,1003,2532
81.794,2808,0,1203,2808
81.900,2768,0,1203,2768
82.006,2889,0,1282,2889
82.112,2768,0,1203,2768
82.218,2688,0,1123,2688
82.324,2688,0,1123,2688
82.430,2692,0,1043,2692
82.536,2889,0,1322,2889
82.642,2688,0,1083,2688
82.748,2929,0,1322,2929
82.855,2532,0,1043,2532
82.961,2768,0,1203,2768
83.067,2768,0,1163,2768
83.173,2849,0,1241,2849
83.279,2768,0,1163,2768
83.385,2688,0,1083,2688
83.491,2648,0,1123,2648
83.597,2648,0,1043,2648
83.703,2929,0,1362,2929
83.809,2648,0,1043,2648
83.915,2889,0,1322,2889
84.021,2612,0,1083,2612
84.128,2768,0,1163,2768
84.234,2768,0,1163,2768
84.340,2849,0,1241,2849
84.446,2768,0,1163,2768
84.552,2688,0,1083,2688
84.658,2688,0,1163,2688
84.764,2612,0,1043,2612
84.870,2929,0,1362,2929
84.975,2652,0,1043,2652
85.082,2889,0,1282,2889
85.188,2652,0,1083,2652
85.294,2768,0,1163,2768
85.400,2728,0,1163,2728
85.506,2849,0,1241,2849
85.612,2969,0,1362,2969
85.718,2728,0,1123,2728
85.824,2808,0,1241,2808
85.930,2648,0,1083,2648
86.035,2969,0,1402,2969
86.141,2648,0,1083,2648
86.248,2929,0,1322,2929
86.354,2612,0,1083,2612
86.460,2768,0,1163,2768
86.566,2728,0,1163,2728
86.672,2849,0,1241,2849
86.778,2728,0,1163,2728
86.884,2688,0,1083,2688
86.990,2728,0,1163,2728
87.096,2608,0,1043,2608
87.202,2929,0,1402,2929
87.307,2648,0,1043,2648
87.414,2889,0,1282,2889
87.519,2608,0,1083,2608
87.625,2808,0,1203,2808
87.732,2768,0,1163,2768
87.837,2849,0,1241,2849
87.943,2728,0,1163,2728
88.049,2688,0,1083,2688
88.155,2688,0,1163,2688
88.261,2648,0,1043,2648
88.367,2889,0,1362,2889
88.473,2648,0,1043,2648
88.579,2889,0,1322,2889
88.685,2612,0,1043,2612
88.791,2768,0,1163,2768
88.897,2768,0,1163,2768
89.003,2849,0,1243,2849
89.109,2728,0,1163,2728
89.214,2688,0,1083,2688
89.320,2688,0,1163,2688
89.426,2648,0,1043,2648
89.532,2889,0,1362,2889
89.638,2652,0,1043,2652
89.744,2889,0,1282,2889
89.850,2612,0,1083,2612
89.956,2808,0,1201,2808
90.062,2929,0,1322,2929
90.168,2889,0,1282,2889
90.274,2849,0,1241,2849
90.380,2808,0,1163,2808
90.486,2728,0,1123,2728
90.592,2648,0,1083,2648
90.698,2849,0,1322,2849
90.804,2688,0,1083,2688
90.910,2889,0,1322,2889
91.016,2532,0,1003,2532
91.122,2808,0,1203,2808
91.228,2768,0,1163,2768
91.334,2889,0,1282,2889
91.440,2768,0,1163,2768
91.546,2688,0,1123,2688
91.652,2688,0,1123,2688
91.758,2648,0,1043,2648
91.864,2849,0,1322,2849
91.970,2648,0,1083,2648
92.076,2929,0,1322,2929
92.182,2572,0,1043,2572
92.288,2768,0,1203,2768
92.394,2768,0,1163,2768
92.500,2889,0,1282,2889
92.606,2889,0,1241,2889
92.711,2929,0,1322,2929
92.817,2728,0,1123,2728
92.923,2728,0,1123,2728
93.029,2849,0,1282,2849
93.136,2688,0,1083,2688
93.241,2889,0,1322,2889
93.347,2532,0,1003,2532
93.453,2808,0,1201,2808
93.559,2768,0,1163,2768
93.665,2889,0,1282,2889
93.771,2768,0,1163,2768
93.877,2728,0,1123,2728
93.983,2648,0,1083,2648
94.089,2648,0,1043,2648
94.195,2808,0,1282,2808
94.301,2688,0,1083,2688
94.407,2849,0,1282,2849
94.513,2572,0,1003,2572
94.619,2808,0,1201,2808
94.725,2768,0,1203,2768
94.831,2929,0,1282,2929
94.937,2768,0,1203,2768
95.043,2728,0,1123,2728
95.148,2688,0,1123,2688
95.255,2648,0,1083,2648
95.361,2808,0,1241,2808
95.467,2688,0,1083,2688
95.573,2849,0,1282,2849
95.678,2572,0,1003,2572
95.785,2808,0,1201,2808
95.891,2768,0,1203,2768
95.997,2889,0,1282,2889
96.103,2768,0,1203,2768
96.209,2688,0,1123,2688
96.315,2648,0,1083,2648
96.421,2688,0,1083,2688
96.527,2849,0,1282,2849
96.633,2688,0,1083,2688
96.739,2889,0,1282,2889
96.844,2572,0,1003,2572
96.951,2929,0,1322,2929
97.056,2768,0,1201,2768
97.162,3084,0,1442,3084
97.268,2768,0,1241,2768
97.374,2849,0,1201,2849
97.480,2728,0,1163,2728
97.586,2688,0,1083,2688
97.692,2768,0,1201,2768
97.798,2688,0,1123,2688
97.904,2768,0,1241,2768
98.010,2612,0,1003,2612
